ProjectName,Theorem,ProofSequence,Introduction_Patterns,Simplification_Patterns,Application_Patterns,Rewriting_Patterns,Automation_Patterns,Analysis_Patterns
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_0,"['simple', 'intros', 'simpl', 'inversion', 'intros', 'unfold', 'unfold', 'cut', 'intro', 'rewrite', 'rewrite', 'induction', 'simpl', 'simpl', 'inversion', 'trivial', 'simpl', 'simpl', 'cut', 'intro', 'rewrite', 'rewrite', 'inversion', 'trivial', 'exact', 'intros', 'cut', 'intro', 'exact', 'cut', 'intros', 'elim', 'intros', 'assumption', 'intro', 'cut', 'intro', 'rewrite', 'inversion', 'exact', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'exact', 'simple', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact']",3,2,1,2,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_1,"['simple', 'intros', 'simpl', 'inversion', 'intros', 'simpl', 'simpl', 'cut', 'intro', 'rewrite', 'rewrite', 'inversion', 'trivial', 'cut', 'intro', 'elim', 'intros', 'assumption', 'rewrite', 'inversion', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact']",3,1,1,2,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_2,"['simple', 'simple', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'simpl', 'inversion', 'intros', 'inversion', 'simple', 'intro', 'simple', 'simpl', 'intros', 'simpl', 'inversion', 'cut', 'intros', 'rewrite', 'trivial', 'exact', 'simple', 'intros', 'simpl', 'inversion', 'intros', 'inversion', 'intros', 'inversion', 'intro', 'simple', 'intros', 'inversion', 'intros', 'induction', 'induction', 'simpl', 'simpl', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'rewrite', 'rewrite', 'inversion', 'exact', 'inversion', 'inversion', 'simpl', 'simpl', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'rewrite', 'inversion', 'exact', 'simpl', 'simpl', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intros', 'rewrite', 'trivial', 'exact', 'rewrite', 'inversion', 'exact', 'intros', 'induction', 'simpl', 'unfold', 'simpl', 'apply', 'simpl', 'trivial', 'induction', 'simpl', 'unfold', 'apply', 'simpl', 'simpl', 'trivial', 'simpl', 'simpl', 'unfold', 'exact', 'simpl', 'simpl', 'unfold', 'exact']",3,6,1,3,0,4
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_3,"['simple', 'intros', 'inversion', 'simple', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'cut', 'intros', 'rewrite', 'trivial', 'exact', 'simpl', 'intros', 'inversion', 'intro', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'induction', 'simple', 'intros', 'simpl', 'cut', 'intros', 'elim', 'intros', 'simpl', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'simpl', 'rewrite', 'rewrite', 'inversion', 'exact', 'intros', 'inversion', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'simpl', 'simpl', 'cut', 'intros', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'rewrite', 'rewrite', 'inversion', 'exact', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'inversion', 'intros', 'simpl', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact']",3,3,1,3,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_4,"['simple', 'intros', 'induction', 'simpl', 'inversion', 'induction', 'simpl', 'inversion', 'simple', 'intro', 'simple', 'intros', 'simpl', 'induction', 'simpl', 'split', 'simpl', 'inversion', 'trivial', 'split', 'inversion', 'trivial', 'split', 'inversion', 'trivial', 'simpl', 'intros', 'inversion', 'intro', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'simpl', 'intros', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'inversion', 'split', 'trivial', 'rewrite', 'inversion', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'exact', 'intros', 'simpl', 'exact', 'simpl', 'intros', 'exact']",3,2,1,1,0,4
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_5,"['intros', 'cut', 'intros', 'elim', 'intros', 'split', 'split', 'assumption', 'rewrite', 'exact', 'exact']",0,0,1,0,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_6,"['simple', 'intros', 'induction', 'inversion', 'induction', 'inversion', 'simple', 'intro', 'simple', 'intros', 'simpl', 'inversion', 'split', 'trivial', 'simpl', 'intros', 'inversion', 'simple', 'intro', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'simpl', 'simple', 'intros', 'simpl', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'inversion', 'split', 'trivial', 'intro', 'rewrite', 'inversion', 'exact', 'intros', 'inversion', 'intros', 'inversion', 'intro', 'intro', 'intro', 'simple', 'intros', 'inversion', 'simple', 'intros', 'simpl', 'inversion', 'intros', 'simpl', 'cut', 'intro', 'elim', 'intro', 'rewrite', 'inversion', 'split', 'trivial', 'rewrite', 'inversion', 'exact', 'intros', 'inversion', 'intro', 'simple', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'inversion', 'intros', 'simpl', 'inversion', 'split', 'trivial', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'simpl', 'exact', 'simple', 'intros', 'simpl', 'exact', 'intros', 'simpl', 'exact', 'simpl', 'intros', 'exact']",3,1,1,2,0,4
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_7,"['intros', 'elim', 'intros', 'split', 'intros', 'split', 'assumption', 'rewrite', 'exact']",0,0,0,0,0,5
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_0_invar_8,"['simple', 'intros', 'induction', 'simpl', 'inversion', 'induction', 'simpl', 'inversion', 'unfold', 'unfold', 'intros', 'induction', 'split', 'unfold', 'induction', 'trivial', 'simpl', 'induction', 'inversion', 'split', 'simpl', 'induction', 'simpl', 'inversion', 'induction', 'simpl', 'inversion', 'simpl', 'cut', 'intro', 'cut', 'intro', 'rewrite', 'trivial', 'symmetry', 'exact', 'cut', 'intro', 'elim', 'intros', 'assumption', 'rewrite', 'inversion', 'exact', 'simpl', 'inversion', 'unfold', 'intro', 'intro', 'intro', 'intro', 'simple', 'intros', 'split', 'simpl', 'trivial', 'simple', 'intros', 'inversion', 'intros', 'split', 'simpl', 'trivial', 'intros', 'inversion']",3,2,0,1,0,5
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_0,"['intros', 'unfold', 'unfold', 'cut', 'intros', 'exact', 'exact']",1,1,2,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_1,"['intros', 'unfold', 'unfold', 'cut', 'intros', 'exact', 'exact']",1,1,2,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_2,"['intros', 'unfold', 'simpl', 'exact']",1,1,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_4,"['intros', 'unfold', 'simpl', 'unfold', 'exact']",1,2,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_5,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0,"['intros', 'exact']",0,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_0r,"['intros', 'unfold', 'unfold', 'intros', 'rewrite', 'rewrite', 'elim', 'intros', 'elim', 'intros', 'apply', 'apply', 'exact', 'exact']",4,1,2,2,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_1r,"['intros', 'unfold', 'unfold', 'intros', 'rewrite', 'elim', 'intros', 'elim', 'intros', 'apply', 'exact']",4,1,0,1,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_2r,"['intros', 'unfold', 'intros', 'cut', 'intros', 'rewrite', 'exact', 'cut', 'intros', 'rewrite', 'symmetry', 'exact', 'simpl', 'trivial']",3,0,0,1,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_3r,"['intros', 'unfold', 'unfold', 'unfold', 'intros', 'cut', 'intro', 'cut', 'intro', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'apply', 'apply', 'exact', 'trivial', 'exact', 'exact', 'symmetry', 'trivial']",3,1,2,2,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_4r,"['intros', 'unfold', 'unfold', 'intros', 'cut', 'cut', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'exact', 'cut', 'intro', 'exact', 'symmetry', 'trivial', 'symmetry', 'trivial']",3,1,0,1,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_5r,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv0_r,"['intros', 'apply', 'trivial', 'trivial']",1,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_0,"['simple', 'intros', 'simpl', 'inversion', 'intros', 'unfold', 'cut', 'intro', 'rewrite', 'rewrite', 'induction', 'simpl', 'simpl', 'inversion', 'inversion', 'trivial', 'simpl', 'simpl', 'cut', 'intro', 'rewrite', 'simpl', 'rewrite', 'inversion', 'trivial', 'exact', 'cut', 'intros', 'elim', 'intros', 'exact', 'intro', 'cut', 'intro', 'rewrite', 'inversion', 'exact', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact']",4,4,2,2,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_1,"['simple', 'simpl', 'intros', 'inversion', 'intros', 'simpl', 'simpl', 'cut', 'intro', 'rewrite', 'rewrite', 'inversion', 'trivial', 'cut', 'intros', 'elim', 'intros', 'assumption', 'rewrite', 'inversion', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact']",3,1,1,2,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_2,"['simple', 'intros', 'induction', 'simpl', 'inversion', 'induction', 'inversion', 'simple', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'simpl', 'intros', 'inversion', 'simple', 'intro', 'intro', 'intro', 'simple', 'intros', 'simpl', 'inversion', 'simple', 'intros', 'simpl', 'simpl', 'cut', 'intros', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'rewrite', 'inversion', 'exact', 'intros', 'simpl', 'inversion', 'intros', 'inversion', 'intros', 'induction', 'simpl', 'simpl', 'inversion', 'induction', 'inversion', 'simpl', 'simpl', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'rewrite', 'inversion', 'exact', 'inversion', 'intros', 'induction', 'inversion', 'induction', 'inversion', 'inversion', 'simpl', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact']",3,2,1,3,0,5
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_3,"['simple', 'simpl', 'intros', 'inversion', 'simple', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'simpl', 'intros', 'inversion', 'intro', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'induction', 'simple', 'intros', 'simpl', 'simpl', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'rewrite', 'rewrite', 'inversion', 'exact', 'intros', 'inversion', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'simpl', 'simpl', 'cut', 'intro', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'rewrite', 'inversion', 'exact', 'intros', 'inversion', 'intros', 'induction', 'inversion', 'inversion', 'simpl', 'inversion', 'cut', 'intro', 'rewrite', 'trivial', 'exact', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact', 'intros', 'simpl', 'simpl', 'exact']",3,2,1,3,0,4
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_4,"['simple', 'simple', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'inversion', 'inversion', 'simple', 'intro', 'simple', 'intros', 'simpl', 'inversion', 'split', 'trivial', 'simpl', 'intros', 'inversion', 'intro', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'induction', 'simple', 'intros', 'simpl', 'elim', 'intro', 'rewrite', 'inversion', 'split', 'trivial', 'inversion', 'intros', 'inversion', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'simpl', 'elim', 'intros', 'rewrite', 'inversion', 'split', 'trivial', 'inversion', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'inversion', 'intros', 'inversion', 'split', 'trivial', 'intro', 'intro', 'intro', 'intro', 'simple', 'intros', 'simpl', 'exact', 'simple', 'intros', 'simpl', 'exact', 'intros', 'simpl', 'exact', 'intros', 'simpl', 'exact']",3,2,0,2,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_5,"['intros', 'cut', 'intros', 'elim', 'intros', 'split', 'split', 'assumption', 'rewrite', 'exact', 'exact']",0,0,1,0,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_6,"['simple', 'simple', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'inversion', 'intros', 'inversion', 'simple', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'split', 'trivial', 'simpl', 'intros', 'inversion', 'intro', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'induction', 'simple', 'intros', 'simpl', 'elim', 'intro', 'rewrite', 'inversion', 'split', 'trivial', 'inversion', 'intros', 'inversion', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'simpl', 'elim', 'intro', 'rewrite', 'inversion', 'split', 'trivial', 'inversion', 'simpl', 'intros', 'inversion', 'simple', 'intros', 'inversion', 'intros', 'inversion', 'intros', 'simpl', 'inversion', 'split', 'trivial', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'exact', 'simple', 'intros', 'simpl', 'exact', 'simpl', 'exact', 'simpl', 'exact']",3,2,1,1,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_7,"['intros', 'elim', 'intros', 'split', 'intros', 'split', 'assumption', 'rewrite', 'exact']",0,0,0,0,0,5
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_1_invar_8,"['simple', 'intros', 'simpl', 'induction', 'inversion', 'induction', 'inversion', 'unfold', 'unfold', 'intro', 'intro', 'simple', 'intros', 'simpl', 'inversion', 'simple', 'intros', 'split', 'simpl', 'trivial', 'intros', 'simpl', 'inversion', 'intros', 'simpl', 'split', 'simpl', 'trivial', 'intro', 'intro', 'intro', 'intro', 'simple', 'simpl', 'intros', 'inversion', 'simple', 'intros', 'split', 'simpl', 'trivial', 'intros', 'simpl', 'inversion', 'intros', 'split', 'simpl', 'trivial']",4,2,0,0,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_0,"['intros', 'unfold', 'unfold', 'cut', 'intros', 'exact', 'exact']",1,1,2,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_1,"['intros', 'unfold', 'unfold', 'cut', 'intros', 'exact', 'exact']",1,1,2,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_2,"['intros', 'unfold', 'simpl', 'exact']",1,1,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_3,"['intros', 'unfold', 'unfold', 'unfold', 'simpl', 'exact']",1,2,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_4,"['intros', 'unfold', 'unfold', 'simpl', 'exact']",1,2,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_5,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1,"['intros', 'exact']",0,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_0r,"['intros', 'unfold', 'unfold', 'intros', 'rewrite', 'rewrite', 'elim', 'intros', 'elim', 'intros', 'apply', 'apply', 'exact', 'exact']",4,1,2,2,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_1r,"['intros', 'unfold', 'unfold', 'intros', 'rewrite', 'elim', 'intros', 'elim', 'intros', 'apply', 'exact']",4,1,0,1,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_2r,"['intros', 'unfold', 'intros', 'cut', 'intros', 'rewrite', 'exact', 'cut', 'intros', 'rewrite', 'symmetry', 'exact', 'simpl', 'trivial']",3,0,0,1,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_3r,"['intros', 'unfold', 'unfold', 'unfold', 'intros', 'cut', 'intro', 'cut', 'intro', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'apply', 'apply', 'exact', 'trivial', 'exact', 'exact', 'symmetry', 'trivial']",3,1,2,2,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_4r,"['intros', 'unfold', 'unfold', 'intros', 'cut', 'cut', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'exact', 'cut', 'intro', 'exact', 'symmetry', 'trivial', 'symmetry', 'trivial']",3,1,0,1,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_5r,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv1_r,"['intros', 'apply', 'trivial', 'trivial']",1,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_conv_disj,"['intros', 'intro', 'cut', 'cut', 'intros', 'elim', 'elim', 'intros', 'rewrite', 'rewrite', 'exact', 'exact', 'exact']",0,0,1,2,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_1,"['intros', 'unfold', 'cut', 'intros', 'unfold', 'cut', 'intros', 'rewrite', 'rewrite', 'trivial', 'exact', 'exact']",1,0,1,2,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_2_0,"['intros', 'unfold', 'unfold', 'intro', 'apply', 'apply', 'exact', 'exact']",2,1,2,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_2_1,"['intros', 'unfold', 'unfold', 'intros', 'apply', 'apply', 'assumption', 'exact']",4,1,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_2_2,"['unfold', 'simpl', 'intros', 'exact']",1,2,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_2_3,"['intros', 'unfold', 'unfold', 'unfold', 'simpl', 'unfold', 'intros', 'apply', 'exact', 'exact']",4,3,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_2_4,"['intros', 'unfold', 'unfold', 'simpl', 'intros', 'exact']",2,3,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_2_5,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_2,"['intros', 'exact']",0,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_3_0,"['intros', 'unfold', 'unfold', 'intros', 'apply', 'apply', 'exact', 'exact']",4,1,2,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_3_1,"['intros', 'unfold', 'unfold', 'intros', 'apply', 'exact', 'exact']",4,1,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_3_2,"['intros', 'unfold', 'simpl', 'intros', 'exact']",2,2,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_3_3,"['intros', 'unfold', 'unfold', 'unfold', 'intros', 'simpl', 'unfold', 'exact']",4,2,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_3_4,"['intros', 'unfold', 'unfold', 'simpl', 'intros', 'exact']",2,3,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_3_5,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_3,"['intros', 'exact']",0,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_4_0,"['intros', 'unfold', 'unfold', 'intros', 'rewrite', 'apply', 'cut', 'intros', 'elim', 'intros', 'elim', 'intros', 'exact', 'apply', 'rewrite', 'exact']",3,1,2,2,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_4_1,"['intros', 'unfold', 'intros', 'unfold', 'apply', 'rewrite', 'elim', 'intros', 'elim', 'intros', 'exact']",3,0,3,0,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_4_2,"['intros', 'unfold', 'intros', 'exact']",3,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_4_3,"['intros', 'unfold', 'unfold', 'unfold', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'exact']",3,1,1,0,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_4_4,"['intros', 'unfold', 'unfold', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'exact']",3,1,1,0,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_4_5,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_4,"['intros', 'apply', 'exact']",1,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_5_0,"['intros', 'unfold', 'unfold', 'intros', 'rewrite', 'apply', 'cut', 'intros', 'elim', 'intros', 'elim', 'intros', 'exact', 'apply', 'rewrite', 'exact']",3,1,2,2,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_5_1,"['intros', 'unfold', 'intros', 'unfold', 'apply', 'rewrite', 'elim', 'intros', 'elim', 'intros', 'exact']",3,0,3,0,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_5_2,"['unfold', 'intros', 'exact']",2,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_5_3,"['intros', 'unfold', 'unfold', 'unfold', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'apply', 'exact', 'exact']",4,1,1,0,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_5_4,"['intros', 'unfold', 'unfold', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'exact']",3,1,1,0,0,2
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_5_5,['exact'],0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,u_merge_5,"['intros', 'apply', 'exact']",1,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_0,"['simple', 'intros', 'simpl', 'rewrite', 'trivial', 'simpl', 'trivial']",2,1,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_1,"['simpl', 'intros', 'trivial']",1,1,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_2,"['intros', 'induction', 'inversion', 'trivial']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_3,"['intros', 'intro', 'exact']",0,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_0d_0,"['intros', 'rewrite', 'trivial']",0,0,0,1,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_0d_1,"['intro', 'simple', 'intros', 'simpl', 'elim', 'intros', 'rewrite', 'inversion', 'intros', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'rewrite', 'inversion', 'exact', 'apply', 'elim', 'intro', 'rewrite', 'elim', 'intros', 'exact', 'intros', 'elim', 'trivial']",2,0,1,3,0,4
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_0d,"['intros', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'exact', 'intros', 'elim', 'intros', 'induction', 'exact', 'rewrite', 'assumption']",0,0,0,1,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_1d_0,"['intros', 'simpl', 'assumption']",1,0,0,0,0,0
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_1d_1,"['intros', 'induction', 'elim', 'intros', 'rewrite', 'elim', 'intro', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'rewrite', 'simpl', 'apply', 'rewrite', 'trivial', 'simpl', 'assumption']",0,2,1,2,0,5
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_1d,"['intros', 'elim', 'intros', 'elim', 'intros', 'rewrite', 'simpl', 'assumption', 'intros', 'elim', 'intros', 'induction', 'exact', 'simpl', 'assumption']",0,1,0,1,0,3
/mnt/cisk/zmq/dataset/data/tree-automata/union.json,union_pl_r_0,"['intros', 'induction', 'simpl', 'inversion', 'left', 'exact', 'elim', 'intros', 'left', 'exact', 'intro', 'right', 'assumption', 'simpl', 'right', 'assumption']",0,1,0,0,0,2
